score,value
1.399,0.919093508
1.4,0.919243341
1.401,0.919392963
1.402,0.919542377
1.403,0.919691581
1.404,0.919840575
1.405,0.919989361
1.406,0.920137938
1.407,0.920286306
1.408,0.920434465
1.409,0.920582416
1.41,0.920730159
1.411,0.920877693
1.412,0.921025019
1.413,0.921172138
1.414,0.921319049
1.415,0.921465752
1.416,0.921612248
1.417,0.921758536
1.418,0.921904618
1.419,0.922050492
1.42,0.922196159
1.421,0.92234162
1.422,0.922486875
1.423,0.922631922
1.424,0.922776764
1.425,0.922921399
1.426,0.923065829
1.427,0.923210053
1.428,0.923354071
1.429,0.923497883
1.43,0.92364149
1.431,0.923784892
1.432,0.923928089
1.433,0.924071081
1.434,0.924213869
1.435,0.924356451
1.436,0.924498829
1.437,0.924641003
1.438,0.924782973
1.439,0.924924739
1.44,0.9250663
1.441,0.925207659
1.442,0.925348813
1.443,0.925489764
1.444,0.925630512
1.445,0.925771057
1.446,0.925911399
1.447,0.926051538
1.448,0.926191475
1.449,0.926331209
1.45,0.92647074
1.451,0.92661007
1.452,0.926749197
1.453,0.926888123
1.454,0.927026847
1.455,0.927165369
1.456,0.92730369
1.457,0.92744181
1.458,0.927579728
1.459,0.927717446
1.46,0.927854963
1.461,0.927992279
1.462,0.928129395
1.463,0.928266311
1.464,0.928403026
1.465,0.928539541
1.466,0.928675857
1.467,0.928811972
1.468,0.928947889
1.469,0.929083605
1.47,0.929219123
1.471,0.929354442
1.472,0.929489561
1.473,0.929624482
1.474,0.929759204
1.475,0.929893728
1.476,0.930028054
1.477,0.930162181
1.478,0.930296111
1.479,0.930429843
1.48,0.930563377
1.481,0.930696713
1.482,0.930829853
1.483,0.930962795
1.484,0.93109554
1.485,0.931228088
1.486,0.93136044
1.487,0.931492595
1.488,0.931624553
1.489,0.931756316
1.49,0.931887882
1.491,0.932019253
1.492,0.932150427
1.493,0.932281407
1.494,0.93241219
1.495,0.932542779
1.496,0.932673172
1.497,0.932803371
1.498,0.932933375
1.499,0.933063184
1.5,0.933192799
1.501,0.933322219
1.502,0.933451446
1.503,0.933580478
1.504,0.933709317
1.505,0.933837962
1.506,0.933966413
1.507,0.934094671
1.508,0.934222736
1.509,0.934350609
1.51,0.934478288
1.511,0.934605775
1.512,0.934733069
1.513,0.934860171
1.514,0.93498708
1.515,0.935113798
1.516,0.935240324
1.517,0.935366658
1.518,0.935492801
1.519,0.935618752
1.52,0.935744512
1.521,0.935870081
1.522,0.93599546
1.523,0.936120647
1.524,0.936245644
1.525,0.936370451
1.526,0.936495068
1.527,0.936619494
1.528,0.936743731
1.529,0.936867778
1.53,0.936991636
1.531,0.937115304
1.532,0.937238783
1.533,0.937362073
1.534,0.937485174
1.535,0.937608086
1.536,0.93773081
1.537,0.937853345
1.538,0.937975693
1.539,0.938097852
1.54,0.938219823
1.541,0.938341607
1.542,0.938463203
1.543,0.938584612
1.544,0.938705834
1.545,0.938826868
1.546,0.938947716
1.547,0.939068377
1.548,0.939188852
1.549,0.93930914
1.55,0.939429242
1.551,0.939549158
1.552,0.939668888
1.553,0.939788433
1.554,0.939907792
1.555,0.940026965
1.556,0.940145954
1.557,0.940264757
1.558,0.940383376
1.559,0.94050181
1.56,0.940620059
1.561,0.940738125
1.562,0.940856006
1.563,0.940973703
1.564,0.941091216
1.565,0.941208545
1.566,0.941325691
1.567,0.941442654
1.568,0.941559434
1.569,0.94167603
1.57,0.941792444
1.571,0.941908676
1.572,0.942024724
1.573,0.942140591
1.574,0.942256275
1.575,0.942371778
1.576,0.942487098
1.577,0.942602237
1.578,0.942717195
1.579,0.942831971
1.58,0.942946567
1.581,0.943060981
1.582,0.943175215
1.583,0.943289268
1.584,0.94340314
1.585,0.943516833
1.586,0.943630345
1.587,0.943743678
1.588,0.94385683
1.589,0.943969804
1.59,0.944082597
1.591,0.944195212
1.592,0.944307648
1.593,0.944419904
1.594,0.944531983
1.595,0.944643882
1.596,0.944755603
1.597,0.944867146
1.598,0.944978511
1.599,0.945089699
1.6,0.945200708
1.601,0.94531154
1.602,0.945422195
1.603,0.945532673
1.604,0.945642974
1.605,0.945753098
1.606,0.945863045
1.607,0.945972816
1.608,0.946082411
1.609,0.946191829
1.61,0.946301072
1.611,0.946410139
1.612,0.94651903
1.613,0.946627746
1.614,0.946736287
1.615,0.946844653
1.616,0.946952843
1.617,0.94706086
1.618,0.947168701
1.619,0.947276368
1.62,0.947383862
1.621,0.947491181
1.622,0.947598326
1.623,0.947705298
1.624,0.947812096
1.625,0.947918721
1.626,0.948025172
1.627,0.948131451
1.628,0.948237557
1.629,0.948343491
1.63,0.948449252
1.631,0.94855484
1.632,0.948660257
1.633,0.948765502
1.634,0.948870575
1.635,0.948975476
1.636,0.949080206
1.637,0.949184765
1.638,0.949289153
1.639,0.94939337
1.64,0.949497417
1.641,0.949601292
1.642,0.949704998
1.643,0.949808533
1.644,0.949911899
1.645,0.950015094
1.646,0.95011812
1.647,0.950220977
1.648,0.950323664
1.649,0.950426183
1.65,0.950528532
1.651,0.950630713
1.652,0.950732725
1.653,0.950834568
1.654,0.950936244
1.655,0.951037751
1.656,0.951139091
1.657,0.951240262
1.658,0.951341267
1.659,0.951442104
1.66,0.951542774
1.661,0.951643277
1.662,0.951743613
1.663,0.951843782
1.664,0.951943785
1.665,0.952043622
1.666,0.952143293
1.667,0.952242798
1.668,0.952342137
1.669,0.95244131
1.67,0.952540318
1.671,0.952639161
1.672,0.952737839
1.673,0.952836352
1.674,0.9529347
1.675,0.953032884
1.676,0.953130904
1.677,0.953228759
1.678,0.95332645
1.679,0.953423978
1.68,0.953521342
1.681,0.953618543
1.682,0.95371558
1.683,0.953812454
1.684,0.953909166
1.685,0.954005714
1.686,0.9541021
1.687,0.954198324
1.688,0.954294386
1.689,0.954390285
1.69,0.954486023
1.691,0.954581599
1.692,0.954677013
1.693,0.954772266
1.694,0.954867358
1.695,0.95496229
1.696,0.95505706
1.697,0.95515167
1.698,0.955246119
1.699,0.955340408
1.7,0.955434537
1.701,0.955528506
1.702,0.955622316
1.703,0.955715966
1.704,0.955809456
1.705,0.955902788
1.706,0.95599596
1.707,0.956088974
1.708,0.956181829
1.709,0.956274525
1.71,0.956367063
1.711,0.956459444
1.712,0.956551666
1.713,0.95664373
1.714,0.956735637
1.715,0.956827387
1.716,0.956918979
1.717,0.957010414
1.718,0.957101692
1.719,0.957192814
1.72,0.957283779
1.721,0.957374588
1.722,0.957465241
1.723,0.957555737
1.724,0.957646078
1.725,0.957736264
1.726,0.957826294
1.727,0.957916168
1.728,0.958005888
1.729,0.958095452
1.73,0.958184862
1.731,0.958274118
1.732,0.958363219
1.733,0.958452166
1.734,0.958540958
1.735,0.958629597
1.736,0.958718083
1.737,0.958806415
1.738,0.958894593
1.739,0.958982619
1.74,0.959070491
1.741,0.959158211
1.742,0.959245778
1.743,0.959333193
1.744,0.959420455
1.745,0.959507566
1.746,0.959594524
1.747,0.959681331
1.748,0.959767986
1.749,0.95985449
1.75,0.959940843
1.751,0.960027045
1.752,0.960113096
1.753,0.960198996
1.754,0.960284746
1.755,0.960370346
1.756,0.960455796
1.757,0.960541095
1.758,0.960626245
1.759,0.960711246
1.76,0.960796097
1.761,0.960880799
1.762,0.960965351
1.763,0.961049755
1.764,0.96113401
1.765,0.961218117
1.766,0.961302076
1.767,0.961385886
1.768,0.961469548
1.769,0.961553063
1.77,0.96163643
1.771,0.961719649
1.772,0.961802721
1.773,0.961885647
1.774,0.961968425
1.775,0.962051056
1.776,0.962133541
1.777,0.96221588
1.778,0.962298073
1.779,0.962380119
1.78,0.96246202
1.781,0.962543775
1.782,0.962625384
1.783,0.962706848
1.784,0.962788167
1.785,0.962869342
1.786,0.962950371
1.787,0.963031256
1.788,0.963111996
1.789,0.963192592
1.79,0.963273044
1.791,0.963353352
1.792,0.963433517
1.793,0.963513538
1.794,0.963593416
1.795,0.96367315
1.796,0.963752741
1.797,0.96383219
1.798,0.963911496
1.799,0.96399066
1.8,0.964069681
1.801,0.96414856
1.802,0.964227297
1.803,0.964305893
1.804,0.964384347
1.805,0.964462659
1.806,0.96454083
1.807,0.96461886
1.808,0.96469675
1.809,0.964774498
1.81,0.964852106
1.811,0.964929574
1.812,0.965006902
1.813,0.965084089
1.814,0.965161137
1.815,0.965238045
1.816,0.965314814
1.817,0.965391443
1.818,0.965467934
1.819,0.965544285
1.82,0.965620498
1.821,0.965696572
1.822,0.965772507
1.823,0.965848305
1.824,0.965923964
1.825,0.965999485
1.826,0.966074869
1.827,0.966150115
1.828,0.966225224
1.829,0.966300196
1.83,0.966375031
1.831,0.966449728
1.832,0.96652429
1.833,0.966598714
1.834,0.966673003
1.835,0.966747155
1.836,0.966821172
1.837,0.966895052
1.838,0.966968797
1.839,0.967042407
1.84,0.967115881
1.841,0.967189221
1.842,0.967262425
1.843,0.967335495
1.844,0.96740843
1.845,0.967481231
1.846,0.967553897
1.847,0.96762643
1.848,0.967698829
1.849,0.967771094
1.85,0.967843225
1.851,0.967915223
1.852,0.967987089
1.853,0.968058821
1.854,0.96813042
1.855,0.968201887
1.856,0.968273221
1.857,0.968344423
1.858,0.968415493
1.859,0.968486431
1.86,0.968557237
1.861,0.968627912
1.862,0.968698455
1.863,0.968768867
1.864,0.968839148
1.865,0.968909298
1.866,0.968979317
1.867,0.969049206
1.868,0.969118965
1.869,0.969188593
1.87,0.969258091
1.871,0.969327459
1.872,0.969396698
1.873,0.969465808
1.874,0.969534787
1.875,0.969603638
1.876,0.96967236
1.877,0.969740953
1.878,0.969809417
1.879,0.969877753
1.88,0.969945961
1.881,0.970014041
1.882,0.970081992
1.883,0.970149816
1.884,0.970217512
1.885,0.970285081
1.886,0.970352523
1.887,0.970419837
1.888,0.970487025
1.889,0.970554086
1.89,0.97062102
1.891,0.970687828
1.892,0.97075451
1.893,0.970821065
1.894,0.970887495
1.895,0.970953799
1.896,0.971019978
1.897,0.971086031
1.898,0.971151959
1.899,0.971217762
1.9,0.97128344
1.901,0.971348994
1.902,0.971414423
1.903,0.971479727
1.904,0.971544908
1.905,0.971609964
1.906,0.971674897
1.907,0.971739706
1.908,0.971804392
1.909,0.971868954
1.91,0.971933393
1.911,0.97199771
1.912,0.972061903
1.913,0.972125974
1.914,0.972189922
1.915,0.972253748
1.916,0.972317452
1.917,0.972381034
1.918,0.972444494
1.919,0.972507833
1.92,0.97257105
1.921,0.972634146
1.922,0.972697121
1.923,0.972759975
1.924,0.972822708
1.925,0.972885321
1.926,0.972947813
1.927,0.973010185
1.928,0.973072437
1.929,0.973134569
1.93,0.973196581
1.931,0.973258474
1.932,0.973320247
1.933,0.973381901
1.934,0.973443436
1.935,0.973504852
1.936,0.97356615
1.937,0.973627328
1.938,0.973688389
1.939,0.973749331
1.94,0.973810155
1.941,0.973870861
1.942,0.97393145
1.943,0.973991921
1.944,0.974052274
1.945,0.974112511
1.946,0.97417263
1.947,0.974232633
1.948,0.974292518
1.949,0.974352288
1.95,0.97441194
1.951,0.974471477
1.952,0.974530898
1.953,0.974590202
1.954,0.974649391
1.955,0.974708465
1.956,0.974767423
1.957,0.974826266
1.958,0.974884994
1.959,0.974943607
1.96,0.975002105
1.961,0.975060489
1.962,0.975118758
1.963,0.975176913
1.964,0.975234954
1.965,0.975292881
1.966,0.975350695
1.967,0.975408395
1.968,0.975465981
1.969,0.975523454
1.97,0.975580815
1.971,0.975638062
1.972,0.975695197
1.973,0.975752219
1.974,0.975809129
1.975,0.975865926
1.976,0.975922611
1.977,0.975979185
1.978,0.976035647
1.979,0.976091997
1.98,0.976148236
1.981,0.976204363
1.982,0.97626038
1.983,0.976316285
1.984,0.97637208
1.985,0.976427764
1.986,0.976483338
1.987,0.976538802
1.988,0.976594155
1.989,0.976649399
1.99,0.976704532
1.991,0.976759556
1.992,0.976814471
1.993,0.976869276
1.994,0.976923973
1.995,0.97697856
1.996,0.977033039
1.997,0.977087409
1.998,0.97714167
1.999,0.977195823
2,0.977249868
2.001,0.977303805
2.002,0.977357634
2.003,0.977411356
2.004,0.97746497
2.005,0.977518476
2.006,0.977571876
2.007,0.977625169
2.008,0.977678354
2.009,0.977731433
2.01,0.977784406
2.011,0.977837272
2.012,0.977890032
2.013,0.977942685
2.014,0.977995233
2.015,0.978047675
2.016,0.978100012
2.017,0.978152243
2.018,0.978204369
2.019,0.97825639
2.02,0.978308306
2.021,0.978360117
2.022,0.978411824
2.023,0.978463426
2.024,0.978514924
2.025,0.978566318
2.026,0.978617608
2.027,0.978668794
2.028,0.978719876
2.029,0.978770855
2.03,0.97882173
2.031,0.978872503
2.032,0.978923172
2.033,0.978973738
2.034,0.979024202
2.035,0.979074564
2.036,0.979124822
2.037,0.979174979
2.038,0.979225034
2.039,0.979274986
2.04,0.979324837
2.041,0.979374586
2.042,0.979424234
2.043,0.979473781
2.044,0.979523226
2.045,0.979572571
2.046,0.979621815
2.047,0.979670958
2.048,0.97972
2.049,0.979768943
2.05,0.979817785
2.051,0.979866527
2.052,0.979915169
2.053,0.979963711
2.054,0.980012154
2.055,0.980060498
2.056,0.980108742
2.057,0.980156887
2.058,0.980204933
2.059,0.980252881
2.06,0.98030073
2.061,0.98034848
2.062,0.980396132
2.063,0.980443686
2.064,0.980491142
2.065,0.9805385
2.066,0.98058576
2.067,0.980632923
2.068,0.980679988
2.069,0.980726957
2.07,0.980773828
2.071,0.980820602
2.072,0.980867279
2.073,0.98091386
2.074,0.980960345
2.075,0.981006733
2.076,0.981053025
2.077,0.98109922
2.078,0.98114532
2.079,0.981191325
2.08,0.981237234
2.081,0.981283047
2.082,0.981328765
2.083,0.981374388
2.084,0.981419916
2.085,0.98146535
2.086,0.981510688
2.087,0.981555933
2.088,0.981601083
2.089,0.981646138
2.09,0.9816911
2.091,0.981735968
2.092,0.981780742
2.093,0.981825423
2.094,0.98187001
2.095,0.981914504
2.096,0.981958905
2.097,0.982003212
2.098,0.982047427
2.099,0.98209155
2.1,0.982135579
2.101,0.982179517
2.102,0.982223362
2.103,0.982267115
2.104,0.982310776
2.105,0.982354346
2.106,0.982397824
2.107,0.98244121
2.108,0.982484505
2.109,0.982527709
2.11,0.982570822
2.111,0.982613844
2.112,0.982656775
2.113,0.982699616
2.114,0.982742366
2.115,0.982785026
2.116,0.982827596
2.117,0.982870076
2.118,0.982912466
2.119,0.982954767
2.12,0.982996977
2.121,0.983039099
2.122,0.983081131
2.123,0.983123074
2.124,0.983164928
2.125,0.983206694
2.126,0.98324837
2.127,0.983289958
2.128,0.983331458
2.129,0.98337287
2.13,0.983414193
2.131,0.983455429
2.132,0.983496577
2.133,0.983537637
2.134,0.98357861
2.135,0.983619495
2.136,0.983660293
2.137,0.983701004
2.138,0.983741628
2.139,0.983782166
2.14,0.983822617
2.141,0.983862981
2.142,0.983903259
2.143,0.983943451
2.144,0.983983557
2.145,0.984023577
2.146,0.984063511
2.147,0.984103359
2.148,0.984143122
2.149,0.9841828
2.15,0.984222393
2.151,0.9842619
2.152,0.984301323
2.153,0.984340661
2.154,0.984379914
2.155,0.984419083
2.156,0.984458167
2.157,0.984497168
2.158,0.984536084
2.159,0.984574917
2.16,0.984613665
2.161,0.98465233
2.162,0.984690912
2.163,0.98472941
2.164,0.984767825
2.165,0.984806157
2.166,0.984844407
2.167,0.984882573
2.168,0.984920657
2.169,0.984958658
2.17,0.984996577
2.171,0.985034414
2.172,0.985072169
2.173,0.985109841
2.174,0.985147432
2.175,0.985184942
2.176,0.98522237
2.177,0.985259716
2.178,0.985296982
2.179,0.985334166
2.18,0.985371269
2.181,0.985408292
2.182,0.985445234
2.183,0.985482095
2.184,0.985518876
2.185,0.985555577
2.186,0.985592197
2.187,0.985628738
2.188,0.985665199
2.189,0.98570158
2.19,0.985737882
2.191,0.985774104
2.192,0.985810247
2.193,0.98584631
2.194,0.985882295
2.195,0.985918201
2.196,0.985954028
2.197,0.985989777
2.198,0.986025447
2.199,0.986061039
2.2,0.986096552
2.201,0.986131988
2.202,0.986167346
2.203,0.986202626
2.204,0.986237828
2.205,0.986272953
2.206,0.986308
2.207,0.98634297
2.208,0.986377863
2.209,0.98641268
2.21,0.986447419
2.211,0.986482081
2.212,0.986516668
2.213,0.986551177
2.214,0.986585611
2.215,0.986619968
2.216,0.986654249
2.217,0.986688454
2.218,0.986722584
2.219,0.986756638
2.22,0.986790616
2.221,0.986824519
2.222,0.986858347
2.223,0.9868921
2.224,0.986925778
2.225,0.986959381
2.226,0.986992909
2.227,0.987026363
2.228,0.987059742
2.229,0.987093048
2.23,0.987126279
2.231,0.987159435
2.232,0.987192519
2.233,0.987225528
2.234,0.987258463
2.235,0.987291326
2.236,0.987324114
2.237,0.98735683
2.238,0.987389472
2.239,0.987422042
2.24,0.987454539
2.241,0.987486962
2.242,0.987519314
2.243,0.987551593
2.244,0.987583799
2.245,0.987615934
2.246,0.987647996
2.247,0.987679986
2.248,0.987711905
2.249,0.987743752
2.25,0.987775527
2.251,0.987807231
2.252,0.987838864
2.253,0.987870426
2.254,0.987901916
2.255,0.987933336
2.256,0.987964684
2.257,0.987995963
2.258,0.98802717
2.259,0.988058308
2.26,0.988089375
2.261,0.988120371
2.262,0.988151298
2.263,0.988182155
2.264,0.988212943
2.265,0.98824366
2.266,0.988274308
2.267,0.988304887
2.268,0.988335397
2.269,0.988365837
2.27,0.988396208
2.271,0.988426511
2.272,0.988456745
2.273,0.98848691
2.274,0.988517007
2.275,0.988547035
2.276,0.988576995
2.277,0.988606887
2.278,0.988636711
2.279,0.988666467
2.28,0.988696156
2.281,0.988725777
2.282,0.98875533
2.283,0.988784816
2.284,0.988814235
2.285,0.988843586
2.286,0.988872871
2.287,0.988902088
2.288,0.988931239
2.289,0.988960324
2.29,0.988989342
2.291,0.989018293
2.292,0.989047178
2.293,0.989075998
2.294,0.989104751
2.295,0.989133438
2.296,0.989162059
2.297,0.989190615
2.298,0.989219105
2.299,0.98924753
2.3,0.98927589
2.301,0.989304184
2.302,0.989332414
2.303,0.989360578
2.304,0.989388678
2.305,0.989416713
2.306,0.989444684
2.307,0.98947259
2.308,0.989500432
2.309,0.989528209
2.31,0.989555923
2.311,0.989583573
2.312,0.989611158
2.313,0.98963868
2.314,0.989666139
2.315,0.989693534
2.316,0.989720866
2.317,0.989748134
2.318,0.989775339
2.319,0.989802482
2.32,0.989829561
2.321,0.989856578
2.322,0.989883532
2.323,0.989910424
2.324,0.989937253
2.325,0.98996402
2.326,0.989990725
2.327,0.990017367
2.328,0.990043948
2.329,0.990070467
2.33,0.990096924
2.331,0.99012332
2.332,0.990149654
2.333,0.990175927
2.334,0.990202139
2.335,0.99022829
2.336,0.990254379
2.337,0.990280408
2.338,0.990306376
2.339,0.990332283
2.34,0.99035813
2.341,0.990383916
2.342,0.990409643
2.343,0.990435308
2.344,0.990460914
2.345,0.99048646
2.346,0.990511946
2.347,0.990537373
2.348,0.990562739
2.349,0.990588047
2.35,0.990613294
2.351,0.990638483
2.352,0.990663613
2.353,0.990688683
2.354,0.990713694
2.355,0.990738647
2.356,0.990763541
2.357,0.990788377
2.358,0.990813154
2.359,0.990837872
2.36,0.990862532
2.361,0.990887135
2.362,0.990911679
2.363,0.990936165
2.364,0.990960594
2.365,0.990984965
2.366,0.991009278
2.367,0.991033534
2.368,0.991057732
2.369,0.991081873
2.37,0.991105957
2.371,0.991129984
2.372,0.991153955
2.373,0.991177868
2.374,0.991201725
2.375,0.991225525
2.376,0.991249269
2.377,0.991272956
2.378,0.991296587
2.379,0.991320162
2.38,0.991343681
2.381,0.991367144
2.382,0.991390551
2.383,0.991413903
2.384,0.991437199
2.385,0.991460439
2.386,0.991483624
2.387,0.991506754
2.388,0.991529829
2.389,0.991552849
2.39,0.991575814
2.391,0.991598724
2.392,0.991621579
2.393,0.991644379
2.394,0.991667126
2.395,0.991689817
2.396,0.991712455
2.397,0.991735038
2.398,0.991757567
2.399,0.991780043
2.4,0.991802464
2.401,0.991824832
2.402,0.991847146
2.403,0.991869406
2.404,0.991891613
2.405,0.991913767
2.406,0.991935868
2.407,0.991957915
2.408,0.991979909
2.409,0.992001851
2.41,0.99202374
2.411,0.992045576
2.412,0.992067359
2.413,0.99208909
2.414,0.992110769
2.415,0.992132395
2.416,0.992153969
2.417,0.992175491
2.418,0.992196962
2.419,0.99221838
2.42,0.992239746
2.421,0.992261061
2.422,0.992282325
2.423,0.992303537
2.424,0.992324697
2.425,0.992345807
2.426,0.992366865
2.427,0.992387872
2.428,0.992408828
2.429,0.992429734
2.43,0.992450589
2.431,0.992471393
2.432,0.992492146
2.433,0.99251285
2.434,0.992533502
2.435,0.992554105
2.436,0.992574658
2.437,0.99259516
2.438,0.992615613
2.439,0.992636016
2.44,0.992656369
2.441,0.992676673
2.442,0.992696927
2.443,0.992717131
2.444,0.992737287
2.445,0.992757393
2.446,0.99277745
2.447,0.992797458
2.448,0.992817417
2.449,0.992837328
2.45,0.992857189
2.451,0.992877002
2.452,0.992896767
2.453,0.992916483
2.454,0.992936151
2.455,0.992955771
2.456,0.992975342
2.457,0.992994866
2.458,0.993014341
2.459,0.993033769
2.46,0.993053149
2.461,0.993072482
2.462,0.993091767
2.463,0.993111004
2.464,0.993130194
2.465,0.993149337
2.466,0.993168433
2.467,0.993187482
2.468,0.993206484
2.469,0.993225439
2.47,0.993244347
2.471,0.993263209
2.472,0.993282024
2.473,0.993300793
2.474,0.993319515
2.475,0.993338191
2.476,0.993356821
2.477,0.993375405
2.478,0.993393943
2.479,0.993412435
2.48,0.993430881
2.481,0.993449281
2.482,0.993467636
2.483,0.993485946
2.484,0.99350421
2.485,0.993522428
2.486,0.993540602
2.487,0.99355873
2.488,0.993576813
2.489,0.993594852
2.49,0.993612845
2.491,0.993630794
2.492,0.993648698
2.493,0.993666558
2.494,0.993684373
2.495,0.993702143
2.496,0.99371987
2.497,0.993737552
2.498,0.99375519
2.499,0.993772784
2.5,0.993790335
2.501,0.993807841
2.502,0.993825304
2.503,0.993842723
2.504,0.993860098
2.505,0.99387743
2.506,0.993894719
2.507,0.993911964
2.508,0.993929167
2.509,0.993946326
2.51,0.993963442
2.511,0.993980515
2.512,0.993997546
2.513,0.994014533
2.514,0.994031478
2.515,0.994048381
2.516,0.994065241
2.517,0.994082059
2.518,0.994098834
2.519,0.994115567
2.52,0.994132258
2.521,0.994148907
2.522,0.994165515
2.523,0.99418208
2.524,0.994198604
2.525,0.994215086
2.526,0.994231526
2.527,0.994247925
2.528,0.994264282
2.529,0.994280599
2.53,0.994296874
2.531,0.994313108
2.532,0.9943293
2.533,0.994345452
2.534,0.994361563
2.535,0.994377634
2.536,0.994393663
2.537,0.994409652
2.538,0.994425601
2.539,0.994441509
2.54,0.994457377
2.541,0.994473204
2.542,0.994488991
2.543,0.994504739
2.544,0.994520446
2.545,0.994536113
2.546,0.994551741
2.547,0.994567328
2.548,0.994582876
2.549,0.994598385
2.55,0.994613854
2.551,0.994629284
2.552,0.994644674
2.553,0.994660025
2.554,0.994675337
2.555,0.99469061
2.556,0.994705844
2.557,0.994721039
2.558,0.994736195
2.559,0.994751313
2.56,0.994766392
2.561,0.994781432
2.562,0.994796434
2.563,0.994811398
2.564,0.994826323
2.565,0.99484121
2.566,0.994856059
2.567,0.994870869
2.568,0.994885642
2.569,0.994900377
2.57,0.994915074
2.571,0.994929734
2.572,0.994944355
2.573,0.99495894
2.574,0.994973486
2.575,0.994987996
2.576,0.995002468
2.577,0.995016902
2.578,0.9950313
2.579,0.995045661
2.58,0.995059984
2.581,0.995074271
2.582,0.995088521
2.583,0.995102734
2.584,0.99511691
2.585,0.99513105
2.586,0.995145153
2.587,0.99515922
2.588,0.995173251
2.589,0.995187245
2.59,0.995201203
2.591,0.995215125
2.592,0.995229011
2.593,0.995242861
2.594,0.995256676
2.595,0.995270454
2.596,0.995284197
2.597,0.995297904
2.598,0.995311575
2.599,0.995325211
2.6,0.995338812
2.601,0.995352377
2.602,0.995365907
2.603,0.995379402
2.604,0.995392862
2.605,0.995406287
2.606,0.995419677
2.607,0.995433032
2.608,0.995446352
2.609,0.995459638
2.61,0.995472889
2.611,0.995486105
2.612,0.995499287
2.613,0.995512435
2.614,0.995525548
2.615,0.995538627
2.616,0.995551672
2.617,0.995564683
2.618,0.99557766
2.619,0.995590603
2.62,0.995603512
2.621,0.995616387
2.622,0.995629228
2.623,0.995642036
2.624,0.995654811
2.625,0.995667552
2.626,0.995680259
2.627,0.995692933
2.628,0.995705574
2.629,0.995718182
2.63,0.995730757
2.631,0.995743298
2.632,0.995755807
2.633,0.995768283
2.634,0.995780726
2.635,0.995793136
2.636,0.995805513
2.637,0.995817858
2.638,0.995830171
2.639,0.995842451
2.64,0.995854699
2.641,0.995866914
2.642,0.995879097
2.643,0.995891248
2.644,0.995903367
2.645,0.995915454
2.646,0.995927509
2.647,0.995939532
2.648,0.995951524
2.649,0.995963483
2.65,0.995975411
2.651,0.995987308
2.652,0.995999173
2.653,0.996011006
2.654,0.996022809
2.655,0.99603458
2.656,0.996046319
2.657,0.996058028
2.658,0.996069705
2.659,0.996081352
2.66,0.996092967
2.661,0.996104552
2.662,0.996116106
2.663,0.996127629
2.664,0.996139122
2.665,0.996150584
2.666,0.996162015
2.667,0.996173416
2.668,0.996184787
2.669,0.996196127
2.67,0.996207438
2.671,0.996218718
2.672,0.996229968
2.673,0.996241187
2.674,0.996252377
2.675,0.996263537
2.676,0.996274668
2.677,0.996285768
2.678,0.996296839
2.679,0.99630788
2.68,0.996318892
2.681,0.996329874
2.682,0.996340827
2.683,0.99635175
2.684,0.996362645
2.685,0.99637351
2.686,0.996384346
2.687,0.996395152
2.688,0.99640593
2.689,0.996416679
2.69,0.996427399
2.691,0.99643809
2.692,0.996448753
2.693,0.996459387
2.694,0.996469992
2.695,0.996480568
2.696,0.996491117
2.697,0.996501636
2.698,0.996512128
2.699,0.996522591
2.7,0.996533026
2.701,0.996543433
2.702,0.996553812
2.703,0.996564163
2.704,0.996574486
2.705,0.996584781
2.706,0.996595048
2.707,0.996605287
2.708,0.996615499
2.709,0.996625683
2.71,0.99663584
2.711,0.996645969
2.712,0.99665607
2.713,0.996666145
2.714,0.996676192
2.715,0.996686211
2.716,0.996696204
2.717,0.99670617
2.718,0.996716108
2.719,0.99672602
2.72,0.996735904
2.721,0.996745762
2.722,0.996755593
2.723,0.996765397
2.724,0.996775175
2.725,0.996784926
2.726,0.99679465
2.727,0.996804348
2.728,0.99681402
2.729,0.996823665
2.73,0.996833284
2.731,0.996842876
2.732,0.996852443
2.733,0.996861983
2.734,0.996871498
2.735,0.996880986
2.736,0.996890449
2.737,0.996899885
2.738,0.996909296
2.739,0.996918681
2.74,0.996928041
2.741,0.996937375
2.742,0.996946683
2.743,0.996955966
2.744,0.996965223
2.745,0.996974455
2.746,0.996983662
2.747,0.996992843
2.748,0.997002
2.749,0.997011131
2.75,0.997020237
2.751,0.997029318
2.752,0.997038374
2.753,0.997047405
2.754,0.997056412
2.755,0.997065393
2.756,0.99707435
2.757,0.997083282
2.758,0.99709219
2.759,0.997101073
2.76,0.997109932
2.761,0.997118766
2.762,0.997127576
2.763,0.997136362
2.764,0.997145123
2.765,0.99715386
2.766,0.997162573
2.767,0.997171262
2.768,0.997179927
2.769,0.997188568
2.77,0.997197185
2.771,0.997205779
2.772,0.997214348
2.773,0.997222894
2.774,0.997231416
2.775,0.997239915
2.776,0.99724839
2.777,0.997256841
2.778,0.997265269
2.779,0.997273674
2.78,0.997282055
2.781,0.997290413
2.782,0.997298748
2.783,0.99730706
2.784,0.997315348
2.785,0.997323614
2.786,0.997331856
2.787,0.997340076
2.788,0.997348273
2.789,0.997356447
2.79,0.997364598
2.791,0.997372726
2.792,0.997380832
2.793,0.997388915
2.794,0.997396976
2.795,0.997405014
2.796,0.99741303
2.797,0.997421023
2.798,0.997428994
